id,w_0,ar_0,w_1,ar_1,w_2,ar_2,w_3,ar_3,w_4,ar_4,w_5,ar_5,w_6,ar_6,w_7,ar_7,w_8,ar_8,w_9,ar_9,w_10,ar_10,w_11,ar_11,w_12,ar_12,w_13,ar_13,w_14,ar_14,w_15,ar_15,w_16,ar_16,w_17,ar_17,w_18,ar_18,w_19,ar_19,w_20,ar_20,w_21,ar_21,w_22,ar_22,w_23,ar_23,w_24,ar_24,w_25,ar_25,w_26,ar_26,w_27,ar_27,w_28,ar_28
root/b/eslint-reporter-verbose.js,0.0472222222222222,0.6093620720352739,0.03624733475479744,0.27867010872438286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root/b/eslint-reporter.js,0.0472222222222222,0.6093620720352739,0.036247334754797446,0.5356758935769953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root/b/jscs-reporter-verbose.js,0.038888888888888876,0.46662284717827185,0.02985074626865673,0.8535735683196436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root/b/jscs-reporter.js,0.0361111111111111,0.5025169123458312,0.02771855010660982,0.9192330735750008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root/dex.js,0.475,0.49748213125406116,0.49253731343283574,0.5097425673118637,0.34877384196185285,0.7699847563474242,0.3792270531400966,0.7946354344955744,0.3952941176470587,0.8094412134816175,0.35423728813559313,0.6035613595426422,0.2735849056603773,0.49757525137747743,0.02166064981949458,0.03320317296593734,0.04511278195488723,0.06393534857552033,0.04166666666666667,0.059051398337112586,0.041379310344827565,0.06342950973492849,0.041379310344827565,0.06342950973492849,0.041379310344827565,0.06342950973492849,0.02870813397129186,0.036333732057416315,0.026086956521739008,0.42474607571560336,0.027272727272727268,0.5975554549569941,0.025531914893617263,0.6382978723404299,0.025531914893617263,0.6382978723404299,0.025751072961373266,0.6328655500226321,0.018018018018018,0.3698458975426904,0.018018018018018,0.3698458975426904,0.018018018018018,0.3698458975426904,0.018018018018018,0.3698458975426904,0.018018018018018,0.3698458975426904,0.01818181818181823,0.36651395251978425,0.01860465116279065,0.031209174045579824,0.01860465116279065,0.031209174045579824,0.01834862385321095,0.03164465089272746,0.01834862385321095,0.03164465089272746
root/n/cmd.js,0.11666666666666664,0.37637069155119873,0.11940298507462684,0.47761194029850734,0.31335149863760225,0.341191801919204,0.3115942028985508,0.6529170130568732,0.3035294117647058,0.6215352174948136,0.22542372881355932,0.24269147444883385,0.2490566037735849,0.26828187535734715,0.01444043321299635,0.01758702242821538,0.03007518796992466,0.851199999999997,0.02777777777777773,0.9215999999999985,0.02758620689655171,0.040957559494385974,0.02758620689655171,0.040957559494385974,0.02758620689655171,0.040957559494385974,0.019138755980861368,0.645061728395065,0.01739130434782609,0.021724086053858865,0.01818181818181818,0.023892704558974645,0.01702127659574469,0.02236763831052951,0.01702127659574469,0.02236763831052951,0.017167381974248934,0.02255963520589878,0.040540540540540536,0.04806806806806805,0.040540540540540536,0.04806806806806805,0.040540540540540536,0.04806806806806805,0.040540540540540536,0.04806806806806805,0.040540540540540536,0.04806806806806805,0.040909090909090916,0.04850505050505054,0.0372093023255814,0.04614645396886413,0.0372093023255814,0.04614645396886413,0.03669724770642201,0.04492048791225232,0.03669724770642201,0.04492048791225232
root/n/update-authors.sh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09130434782608696,0.11405145178275902,0.09545454545454539,0.1254366989346168,0.08936170212765956,0.11743010113027985,0.08936170212765956,0.11743010113027985,0.09012875536480688,0.11843808483096856,0.09459459459459454,0.11215882549215875,0.09459459459459454,0.11215882549215875,0.09459459459459454,0.11215882549215875,0.09459459459459454,0.11215882549215875,0.09459459459459454,0.11215882549215875,0.09545454545454544,0.11317845117845121,0.09767441860465116,0.12113444166826834,0.09767441860465116,0.12113444166826834,0.11009174311926605,0.13476146373675693,0.11009174311926605,0.13476146373675693
root/ravis.yml,0.011111111111111127,0.04702040816326537,0.008528784648187626,0.033970122227252125,0.013623978201634907,0.12743055555555574,0.012077294685990338,0.1263427734375,0.011764705882352906,0.12969970703124967,0.00847457627118641,0.15490443184204947,0.009433962264151009,0.14119026053599112,0.01805054151624557,0.4880866425992766,0.030075187969924838,0.045610425240054916,0.02777777777777776,0.04067509356683849,0.034482758620689724,0.9324137931034472,0.034482758620689724,0.9324137931034472,0.034482758620689724,0.9324137931034472,0.019138755980861274,0.02793277423234995,0.01739130434782612,0.03073941661933247,0.018181818181818212,0.029402920244578887,0.025531914893616964,0.039893617021276535,0.025531914893616964,0.039893617021276535,0.017167381974248924,0.026939530581570115,0.018018018018018046,0.029670219519529608,0.018018018018018046,0.029670219519529608,0.018018018018018046,0.029670219519529608,0.018018018018018046,0.029670219519529608,0.018018018018018046,0.029670219519529608,0.01818181818181817,0.030094730002393877,0.0232558139534884,0.44773011245314487,0.0232558139534884,0.44773011245314487,0.022935779816514006,0.4031065088757433,0.022935779816514006,0.4031065088757433
root/st.js,0.2277777777777776,0.862527392257122,0.2494669509594883,0.9978678038379531,0.3242506811989101,0.715845203166746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root/st/api.js,,,,,,,0.048309178743961366,0.052316583022080976,0.04705882352941176,0.05096250675562709,0.03389830508474574,0.11728495524113688,0.03773584905660375,0.09476235937407962,0.0722021660649819,0.07455963323870125,0.15037593984962408,0.16216576945321895,0.13888888888888895,0.1487187565637472,0.13793103448275862,0.14769310996675578,0.13793103448275862,0.14769310996675578,0.13793103448275862,0.14769310996675578,0.0956937799043062,0.3431989602042064,0.08695652173913043,0.31186340296817067,0.0909090909090909,0.32603901219399667,0.08510638297872337,0.3107982127762345,0.08510638297872337,0.3107982127762345,0.08583690987124463,0.306831995057718,0.09009009009009007,0.3231017237958524,0.09009009009009007,0.3231017237958524,0.09009009009009007,0.3231017237958524,0.09009009009009007,0.3231017237958524,0.09009009009009007,0.3231017237958524,0.09090909090909088,0.3262195994510706,0.09302325581395351,0.33428827142771067,0.09302325581395351,0.33428827142771067,0.09174311926605501,0.329687974114485,0.09174311926605501,0.329687974114485
root/st/clone.js,,,,,,,0.24879227053140096,0.2694304025637169,0.24235294117647055,0.2624569097914795,0.37796610169491535,0.7646854489590296,0.430188679245283,0.9256765959080572,0.8194945848375452,0.8462518372592597,0.6315789473684209,0.6810962317035193,0.6597222222222221,0.7064140936777986,0.6551724137931033,0.7015422723420898,0.6551724137931033,0.7015422723420898,0.6551724137931033,0.7015422723420898,0.631578947368421,0.661829988998616,0.5739130434782609,0.6014020334813512,0.5999999999999999,0.6287384895486852,0.6170212765957446,0.6583745924405263,0.6170212765957446,0.6583745924405263,0.6223175965665236,0.6499728164115279,0.5945945945945945,0.6230741788320304,0.5945945945945945,0.6230741788320304,0.5945945945945945,0.6230741788320304,0.5945945945945945,0.6230741788320304,0.5945945945945945,0.6230741788320304,0.5909090909090909,0.6195551194834067,0.5813953488372093,0.6104606855874919,0.5813953488372093,0.6104606855874919,0.573394495412844,0.6020598504647282,0.573394495412844,0.6020598504647282
root/st/cmd.js,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08133971291866028,0.403763482593184,0.07391304347826089,0.36689812113902426,0.07727272727272727,0.3835753084635255,0.07234042553191489,0.36564495620733467,0.07234042553191489,0.36564495620733467,0.07296137339055796,0.3609788177149623,0.07657657657657654,0.38011967505394406,0.07657657657657654,0.38011967505394406,0.07657657657657654,0.38011967505394406,0.07657657657657654,0.38011967505394406,0.07657657657657654,0.38011967505394406,0.07727272727272726,0.3837877640600831,0.07906976744186048,0.3932803193267185,0.07906976744186048,0.3932803193267185,0.07798165137614678,0.38786820484057055,0.07798165137614678,0.38786820484057055
root/tions.js,,,,,,,,,,,,,,,0.054151624548736454,0.08300793241484336,0.11278195488721804,0.15983837143880078,0.10416666666666667,0.14762849584278145,0.10344827586206896,0.15857377433732125,0.10344827586206896,0.15857377433732125,0.10344827586206896,0.15857377433732125,0.1244019138755981,0.15744617224880408,0.11304347826086956,0.14120655935008258,0.07272727272727271,0.09557081823589857,0.06808510638297875,0.08947055324211801,0.06808510638297875,0.08947055324211801,0.06866952789699571,0.09023854082359507,0.06756756756756759,0.08011344678011345,0.06756756756756759,0.08011344678011345,0.06756756756756759,0.08011344678011345,0.06756756756756759,0.08011344678011345,0.06756756756756759,0.08011344678011345,0.06818181818181818,0.08084175084175088,0.06976744186046512,0.08652460119162024,0.06976744186046512,0.08652460119162024,0.06880733944954126,0.08422591483547306,0.06880733944954126,0.08422591483547306
